date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:06:58	656077/656077	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:06:57%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.svg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.svg	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:59	163224/163224	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:06:58%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.eot	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:00	163224/163224	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:06:59%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldItd41dd41dd41d.eot?	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldItd41dd41dd41dd41d.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:01	50744/50744	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:07:00%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.woff2	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.woff2	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:02	72352/72352	---M--	200	added ('OK')	%f8%a9	date:Mon,%2026%20Sep%202022%2002:07:01%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.woff	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.woff	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:03	713174/713174	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:07:02%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.svg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-BoldIt.svg	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:03	100126/100126	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:07:03%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.eot	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:04	100126/100126	---M--	200	added ('OK')	%7f%07	date:Mon,%2026%20Sep%202022%2002:07:04%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Lightd41dd41dd41d.eot?	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Lightd41dd41dd41dd41d.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:05	30344/30344	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:07:04%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.woff2	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.woff2	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:06	42648/42648	---M--	200	added ('OK')		date:Mon,%2026%20Sep%202022%2002:07:05%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.woff	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.woff	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:07	405971/405971	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:07:06%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.svg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/BasicSans-Light.svg	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:08	66770/66770	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:07:07%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/bgs/cthulhu-v2.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/bgs/cthulhu-v2.png	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:09	49975/49975	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:07:08%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/bgs/m-cthulhu.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/bgs/m-cthulhu.png	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:09	23649/23649	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:07:09%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/bgs/faces.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/bgs/faces.png	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:07:11	18671/18671	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:07:10%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/bgs/m-faces.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/bgs/m-faces.png	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
